game_id,msrp_price_x,switch_date_x,publisher_x,download_size_x,meta_critic_x,user_score_x,usk_rating_x,languages_x,platforms_x,hltb_main_story,hltb_main_plus_extra,hltb_completionist,avg_score,lang_count,plat_count,success,genres,offline_players,local_wireless,online_players,developer,publisher_y,meta_critic_y,user_score_y,opencritic_score,usk_rating_y,play_modes,languages_y,platforms_y,title
crown-trick,19.99,2020-10-16,Team17,1.363,80.0,7.0,12.0,"Japanese, English, Portuguese, Spanish, French, German, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",16.0,26.5,39.5,75.0,9,4,1,Adventure; Role-Playing; Strategy,1,,,NExT Studios,Team17,80,7.0,81.0,12.0,"TV, Tabletop, Handheld","Japanese, English, Portuguese, Spanish, French, German, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",Crown Trick
layers-of-fear-legacy,19.99,2018-02-21,Bloober Team,3.112,80.0,7.0,16.0,"English, Spanish, French, German, Italian, Portuguese, Russian",Nintendo Switch,3.5,4.5,11.0,75.0,7,1,1,Adventure,1,,,Bloober Team,Bloober Team,80,7.0,80.0,16.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Italian, Portuguese, Russian",Nintendo Switch,Layers of Fear: Legacy
the-last-remnant-remastered,19.99,2019-06-11,SQUARE ENIX,12.182,62.0,7.1,12.0,"Japanese, English, Spanish, French, German, Italian","Nintendo Switch, PlayStation 4",63.0,76.0,146.0,66.5,6,2,0,Role-Playing,1,,,GUILD STUDIO,SQUARE ENIX,62,7.1,69.0,12.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian","Nintendo Switch, PlayStation 4",THE LAST REMNANT Remastered
lost-ember,29.99,2020-09-24,Mooneye Studios,6.55,62.0,7.1,6.0,"Japanese, English, Portuguese, Spanish, French, German, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One",4.0,6.0,11.5,66.5,10,3,0,Adventure,1,,,Mooneye Studios,Mooneye Studios,62,7.1,72.0,6.0,"TV, Tabletop, Handheld","Japanese, English, Portuguese, Spanish, French, German, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One",Lost Ember
gal-gun-2,29.99,2018-04-13,PQube,3.27,62.0,7.0,18.0,"Japanese, English","Nintendo Switch, PlayStation 4, Steam",5.0,10.5,23.5,66.0,2,3,0,Action; Arcade; Adventure; First-Person,1,,,INTI CREATES,PQube,62,7.0,58.0,18.0,"TV, Tabletop, Handheld","Japanese, English","Nintendo Switch, PlayStation 4, Steam",Gal*Gun 2
punch-club,14.99,2018-05-24,tinyBuild Games,0.3291015625,62.0,7.0,16.0,"English, Spanish, French, German, Italian, Portuguese, Russian","Nintendo Switch, PlayStation 4, Xbox One, Steam",10.5,13.5,24.0,66.0,7,4,0,Simulation; Fighting; Strategy; Role-Playing,1,,,Lazy Bear Games,tinyBuild Games,62,7.0,67.0,16.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Italian, Portuguese, Russian","Nintendo Switch, PlayStation 4, Xbox One, Steam",Punch Club
kotodama-the-7-mysteries-of-fujisawa,24.99,2019-05-31,PQube,0.943359375,62.0,7.0,12.0,English,"Nintendo Switch, PlayStation 4, Steam",11.0,14.5,15.5,66.0,1,3,0,Adventure; Puzzle; Role-Playing; Strategy,1,,,Art; PQube,PQube,62,7.0,63.0,12.0,"TV, Tabletop, Handheld",English,"Nintendo Switch, PlayStation 4, Steam",Kotodama: The 7 Mysteries of Fujisawa
neverout,7.49,2018-07-10,Gamedust,0.810546875,62.0,7.0,12.0,English,"Nintendo Switch, PlayStation 4, Xbox One, Steam",1.5,2.0,2.5,66.0,1,4,0,Puzzle; Action; Adventure,1,,,Gamedust,Gamedust,62,7.0,64.0,12.0,"TV, Tabletop, Handheld",English,"Nintendo Switch, PlayStation 4, Xbox One, Steam",Neverout
demetrios-the-big-cynical-adventure,9.99,2018-12-03,COWCAT,0.357421875,62.0,6.9,12.0,"English, Spanish, French, German, Italian, Russian","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox One, Steam",8.5,9.0,9.5,65.5,6,5,0,Adventure; Puzzle,1,,,COWCAT,COWCAT,62,6.9,63.0,12.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Italian, Russian","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox One, Steam",Demetrios - The BIG Cynical Adventure
sniper-elite-v2-remastered,34.99,2019-05-14,RebellionInteract,7.185,62.0,6.8,18.0,"Japanese, English, Spanish, French, German, Italian, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",6.0,9.0,23.0,65.0,9,4,0,Action; Adventure,1,2 - 4,2 - 8,Rebellion,RebellionInteract,62,6.8,65.0,18.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",Sniper Elite V2 Remastered
kill-it-with-fire,14.99,2021-03-04,tinyBuild Games,2.658,62.0,6.8,12.0,"Japanese, English, Portuguese, Spanish, French, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",3.0,5.0,7.5,65.0,12,4,0,Action; Simulation,1,,,Casey Donnellan Games,tinyBuild Games,62,6.8,,12.0,"TV, Tabletop, Handheld","Japanese, English, Portuguese, Spanish, French, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",Kill It With Fire
super-bomberman-r,29.99,2017-03-03,KONAMI,3.839,62.0,6.6,6.0,"Japanese, English, Spanish, French, German, Italian, Dutch, Portuguese, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",4.0,6.5,12.5,64.0,12,4,0,Action; Party; Puzzle; Multiplayer,1 - 8,1 - 8,1 - 8,Konami Digital Entertainment,KONAMI,62,6.6,65.0,6.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian, Dutch, Portuguese, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",Super Bomberman R
monark,59.99,2022-02-25,NIS America,6.955,62.0,6.4,16.0,English,"Nintendo Switch, PlayStation 5, PlayStation 4, Steam",46.5,62.5,71.5,63.0,1,4,0,Strategy; Role-Playing; Adventure,1,,,FuRyu,NIS America,62,6.4,66.0,16.0,"TV, Tabletop, Handheld",English,"Nintendo Switch, PlayStation 5, PlayStation 4, Steam",MONARK
space-crew,15.99,2020-10-15,Curve Digital,1.007,62.0,6.4,12.0,"Japanese, Portuguese, English, Spanish, French, German, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",18.5,22.0,27.5,63.0,10,4,0,Strategy; Action; Adventure; Simulation,1,,,Runner Duck,Curve Digital,62,6.4,68.0,12.0,"TV, Tabletop, Handheld","Japanese, Portuguese, English, Spanish, French, German, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",Space Crew: Legendary Edition
worlds-end-club,39.99,2021-05-28,NIS America,7.025,62.0,6.1,12.0,"Japanese, English, French, Portuguese, Spanish, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, Steam",10.0,13.5,15.0,61.5,12,3,0,Action; Adventure; Platformer,1,,,IzanagiGames,NIS America,62,6.1,65.0,12.0,"TV, Tabletop, Handheld","Japanese, English, French, Portuguese, Spanish, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, Steam",World's End Club
goodbye-world-switch,11.99,2022-11-18,PM Studios,0.10546875,62.0,6.3,12.0,"Japanese, English, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Steam",1.5,2.0,2.0,62.5,4,4,0,Adventure; Puzzle,1,,,ISOLATION STUDIO,PM Studios,62,6.3,56.0,12.0,"TV, Tabletop, Handheld","Japanese, English, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Steam",GOODBYE WORLD
ghost-blade-hd,14.99,2019-10-24,eastasiasoft,0.947265625,62.0,6.3,6.0,"Japanese, English, Spanish, French, German, Italian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",0.5,2.0,10.0,62.5,9,4,0,Arcade; Action,1 - 2,,,Hucast; 2Dream,eastasiasoft,62,6.3,66.0,6.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",Ghost Blade HD
perception,16.99,2017-10-31,Deep End Games,7.156,62.0,6.3,16.0,"Japanese, English, Spanish, French, German, Italian, Portuguese, Russian","Nintendo Switch, PlayStation 4, Xbox One, Steam",3.5,5.0,7.5,62.5,8,4,0,Adventure; Action,1,,,The Deep End Games,Deep End Games,62,6.3,59.0,16.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian, Portuguese, Russian","Nintendo Switch, PlayStation 4, Xbox One, Steam",Perception
rise-of-insanity,9.99,2020-02-13,Pineapple Works,4.192,62.0,6.3,16.0,"English, Portuguese, Spanish, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",1.5,2.0,2.5,62.5,9,4,0,Adventure,1,,,Red Limb Studio,Pineapple Works,62,6.3,,16.0,"TV, Tabletop, Handheld","English, Portuguese, Spanish, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",Rise of Insanity
mistover,27.99,2019-10-10,KRAFTON,1.203,62.0,6.2,16.0,"Japanese, English, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4",35.0,35.5,82.5,62.0,5,2,0,Role-Playing; Strategy; Adventure,1,,,KRAFTON,KRAFTON,62,6.2,68.0,16.0,"TV, Tabletop, Handheld","Japanese, English, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4",MISTOVER
the-coma-recut,14.99,2017-12-22,Headup Games,1.317,62.0,6.0,12.0,"Japanese, English, Spanish, French, Russian, German, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",5.0,5.5,7.0,61.0,9,4,0,Adventure,1,,,Devespresso Games,Headup Games,62,6.0,65.0,12.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, Russian, German, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",The Coma: Recut
asterix-and-obelix-slap-them-all,24.99,2021-12-02,Microids,2.505,70.0,6.7,6.0,"English, Spanish, French, German, Italian","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox One, Steam",6.5,9.5,13.5,68.5,5,5,0,Arcade; Action; Fighting,1 - 2,,,Mr. Nutz Studio,Microids,70,6.7,65.0,6.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Italian","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox One, Steam",Asterix & Obelix: Slap them All!
effie,19.99,2021-04-23,Klabater,2.581,70.0,6.7,12.0,"Japanese, English, Spanish, French, German","Nintendo Switch, PlayStation 4, Xbox One, Steam",4.5,5.5,5.5,68.5,5,4,0,Action; Adventure,1,,,Inverge Studios,Klabater,70,6.7,69.0,12.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German","Nintendo Switch, PlayStation 4, Xbox One, Steam",Effie
the-solitaire-conspiracy,9.99,2021-06-11,Ant Workshop,1.006,70.0,6.5,12.0,"Japanese, English, Portuguese, Spanish, French, German, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, Xbox Series X|S, Steam",3.0,4.5,5.0,67.5,10,4,0,Puzzle; Simulation; Strategy; Board Game,1,,,Bithell Games,Ant Workshop,70,6.5,,12.0,"TV, Tabletop, Handheld","Japanese, English, Portuguese, Spanish, French, German, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, Xbox Series X|S, Steam",The Solitaire Conspiracy
little-dragons-cafe,49.99,2018-09-20,Aksys Games,0.669921875,70.0,6.4,0.0,"English, Spanish, French, German, Italian","Nintendo Switch, PlayStation 4, Steam",33.5,47.0,100.0,67.0,5,3,0,Role-Playing,1,,,Aksys Games; TOYBOX lnc.; Picola,Aksys Games,70,6.4,66.0,0.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Italian","Nintendo Switch, PlayStation 4, Steam",Little Dragons Café
hyper-sentinel,5.99,2018-05-11,Huey Games,0.91796875,70.0,6.4,6.0,"English, Spanish, French, German, Italian, Portuguese","Nintendo Switch, PlayStation 4, Xbox One, Steam",1.5,3.5,15.5,67.0,6,4,0,Arcade; Action,1,,,Four5Six Pixel,Huey Games,70,6.4,70.0,6.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Italian, Portuguese","Nintendo Switch, PlayStation 4, Xbox One, Steam",Hyper Sentinel
my-hero-ones-justice,19.99,2018-10-26,BANDAI NAMCO Entertainment,3.506,70.0,6.3,12.0,"English, Spanish, French, German, Italian, Portuguese, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",5.0,11.5,31.5,66.5,9,4,0,Fighting,1 - 2,,2,BYKING,BANDAI NAMCO Entertainment,70,6.3,68.0,12.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Italian, Portuguese, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",MY HERO ONE'S JUSTICE
lakeview-cabin-collection,16.99,2024-10-04,Puppet Combo,0.96484375,70.0,6.3,16.0,"Japanese, English, Spanish, Portuguese, French, Russian","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",10.0,11.5,20.0,66.5,6,6,0,Adventure; Action; Role-Playing,1,,,Puppet Combo,Puppet Combo,70,6.3,,16.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, Portuguese, French, Russian","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",Lakeview Cabin Collection
saints-row-the-third-the-full-package,19.99,2019-05-10,PLAION,7.173,70.0,6.2,18.0,"English, Spanish, French, German, Italian, Dutch, Russian","Nintendo Switch, Steam",13.5,22.5,39.5,66.0,7,2,0,Action,1,1 - 2,1 - 2,Volition,PLAION,70,6.2,72.0,18.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Italian, Dutch, Russian","Nintendo Switch, Steam",SAINTS ROW: THE THIRD - THE FULL PACKAGE
taiko-no-tatsujin-rhythmic-adventure-pack,49.99,2020-12-03,BANDAI NAMCO Entertainment,2.562,70.0,6.2,12.0,"Japanese, English",Nintendo Switch,15.0,15.5,50.0,66.0,2,1,0,Music; Role-Playing,1,,,,BANDAI NAMCO Entertainment,70,6.2,72.0,12.0,"TV, Tabletop, Handheld","Japanese, English",Nintendo Switch,Taiko no Tatsujin: Rhythmic Adventure Pack
katana-kami-a-way-of-the-samurai-story,29.99,2020-02-20,Spike Chunsoft US,2.198,70.0,6.2,16.0,"Japanese, English, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Steam",36.0,48.5,74.0,66.0,4,3,0,Action; Role-Playing,1,,1 - 2,ACQUIRE,Spike Chunsoft US,70,6.2,68.0,16.0,"TV, Tabletop, Handheld","Japanese, English, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Steam",KATANA KAMI: A Way of the Samurai Story
maquette,18.99,2023-05-25,Annapurna Interactive,4.151,70.0,6.2,0.0,"Japanese, English, Spanish, French, Portuguese, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",3.5,4.0,5.5,66.0,12,6,0,Puzzle; Adventure,1,,,Graceful Decay,Annapurna Interactive,70,6.2,70.0,0.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, Portuguese, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",Maquette
7th-sector,19.99,2020-02-05,Sometimes You,0.7998046875,70.0,6.2,12.0,"Japanese, English, French, German, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",6.5,7.5,10.0,66.0,7,4,0,Adventure; Puzzle; Platformer; Action,1,,,Sometimes You,Sometimes You,70,6.2,69.0,12.0,"TV, Tabletop, Handheld","Japanese, English, French, German, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",7th Sector
disney-dreamlight-valley-switch,39.99,2022-09-06,Gameloft,6.353,70.0,6.0,12.0,"Japanese, English, Spanish, French, German, Italian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",32.5,78.5,113.5,65.0,8,6,0,Simulation; Adventure; Role-Playing,1,,1 - 4,Gameloft,Gameloft,70,6.0,75.0,12.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",Disney Dreamlight Valley
mario-golf-super-rush,59.99,2021-06-25,Nintendo,4.18,70.0,5.7,6.0,"Japanese, English, Spanish, French, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)",Nintendo Switch,8.0,12.5,51.5,63.5,11,1,0,Sports; Multiplayer,1 - 4,2 - 4,2 - 4,CAMELOT,Nintendo,70,5.7,71.0,6.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)",Nintendo Switch,Mario Golf: Super Rush
a-fold-apart,9.99,2020-04-17,Lightning Rod Games,2.429,70.0,5.8,0.0,"Japanese, English, Spanish, French, Portuguese, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",2.5,2.5,3.0,64.0,12,4,0,Puzzle; Adventure,1,,,Lightning Rod Games,Lightning Rod Games,70,5.8,78.0,0.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, Portuguese, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",A Fold Apart
skyhill,4.99,2019-02-26,Klabater,1.067,70.0,5.8,12.0,"English, Spanish, German, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",3.5,6.5,20.0,64.0,6,4,0,Adventure; Role-Playing,1,,,Mandragora,Klabater,70,5.8,65.0,12.0,"TV, Tabletop, Handheld","English, Spanish, German, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",SKYHILL
voxelgram,9.99,2020-02-27,Lukasz Krasniewski,0.1455078125,70.0,5.5,0.0,"Japanese, English, Spanish, Portuguese, French, German, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Steam",24.5,40.0,44.5,62.5,10,2,0,Puzzle; Strategy,1,,,Procedural Level,Lukasz Krasniewski,70,5.5,,0.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, Portuguese, French, German, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Steam",Voxelgram
boomerang-x,19.99,2021-07-08,Devolver Digital,2.054,80.0,7.0,12.0,"Japanese, English, Portuguese, Spanish, French, German, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Steam",2.0,3.0,4.0,75.0,10,2,1,Action; First-Person; Adventure; Arcade,1,,,DANG!,Devolver Digital,80,7.0,79.0,12.0,"TV, Tabletop, Handheld","Japanese, English, Portuguese, Spanish, French, German, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Steam",Boomerang X
pixeljunk-monsters-2,14.99,2018-05-30,Spike Chunsoft US,2.673,80.0,7.0,6.0,"Japanese, English","Nintendo Switch, PlayStation 4, Steam",8.5,15.5,28.0,75.0,2,3,1,Strategy; Multiplayer,1 - 2,,2 - 4,Q-Games,Spike Chunsoft US,80,7.0,74.0,6.0,"TV, Tabletop, Handheld","Japanese, English","Nintendo Switch, PlayStation 4, Steam",PixelJunk Monsters 2
fire-emblem-warriors-three-hopes,59.99,2022-06-24,Nintendo,13.459,80.0,6.9,12.0,"Japanese, Spanish, English, French, German, Italian, Korean, Chinese (Simplified), Chinese (Traditional)",Nintendo Switch,38.5,55.5,135.5,74.5,9,1,1,Action; Strategy; Role-Playing; Simulation,1 - 2,,,KOEI TECMO GAMES,Nintendo,80,6.9,81.0,12.0,"TV, Tabletop, Handheld","Japanese, Spanish, English, French, German, Italian, Korean, Chinese (Simplified), Chinese (Traditional)",Nintendo Switch,Fire Emblem Warriors: Three Hopes
if-found,10.99,2020-10-22,Annapurna Interactive,1.413,80.0,6.9,12.0,"Japanese, English, Spanish, French, Portuguese, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Steam",2.0,2.5,3.5,74.5,11,2,1,Adventure,1,,,DREAMFEEL,Annapurna Interactive,80,6.9,,12.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, Portuguese, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Steam",If Found...
spirit-hunter-death-mark-ii,49.99,2024-02-15,Aksys Games,2.779,80.0,6.8,18.0,English,"Nintendo Switch, PlayStation 5, PlayStation 4, Steam",17.0,17.5,18.5,74.0,1,4,1,Adventure,1,,,EXPERIENCE,Aksys Games,80,6.8,76.0,18.0,"TV, Tabletop, Handheld",English,"Nintendo Switch, PlayStation 5, PlayStation 4, Steam",Spirit Hunter: Death Mark II
minit,9.99,2018-08-09,Devolver Digital,0.173828125,80.0,6.7,0.0,"Japanese, English, Spanish, French, German, Italian, Portuguese, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",1.5,2.0,4.0,73.5,11,4,1,Adventure; Puzzle; Arcade,1,,,Kitty Calis; Jan Willem Nijman; Jukio Kallio; Dominik Johann,Devolver Digital,80,6.7,80.0,0.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian, Portuguese, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",Minit
sega-ages-lightening-force-quest-for-the-darkstar,6.99,2018-09-20,SEGA,0.0693359375,80.0,6.5,6.0,"Japanese, English",Nintendo Switch,1.0,1.5,3.0,72.5,2,1,1,Action,1,,,M2,SEGA,80,6.5,77.0,6.0,"TV, Tabletop, Handheld","Japanese, English",Nintendo Switch,SEGA AGES Lightening Force: Quest for the Darkstar
pokemon-lets-go-eevee,59.99,2018-11-16,Nintendo,4.205,80.0,6.4,0.0,"Japanese, English, Spanish, French, German, Italian, Korean, Chinese (Simplified), Chinese (Traditional)",Nintendo Switch,25.0,35.5,54.5,72.0,9,1,1,Adventure; Role-Playing; Multiplayer,1 - 2,2,2,GAME FREAK,Nintendo,80,6.4,,0.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian, Korean, Chinese (Simplified), Chinese (Traditional)",Nintendo Switch,"Pokémon: Let’s Go, Eevee!"
serial-cleaners,24.99,2022-10-06,505 Games,3.682,80.0,6.4,16.0,"English, Portuguese, Spanish, French, German, Italian, Russian","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",9.0,11.0,12.0,72.0,7,6,1,Strategy; Simulation; Action; Adventure,1,,,Draw Distance,505 Games,80,6.4,,16.0,"TV, Tabletop, Handheld","English, Portuguese, Spanish, French, German, Italian, Russian","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",Serial Cleaners
jetsnguns-2,12.99,2020-08-26,Rake in Grass,0.2294921875,80.0,6.4,6.0,English,"Nintendo Switch, PlayStation 5, PlayStation 4, Steam",3.5,3.5,6.5,72.0,1,4,1,Arcade; Action,1 - 2,,,Rake in Grass,Rake in Grass,80,6.4,,6.0,"TV, Tabletop, Handheld",English,"Nintendo Switch, PlayStation 5, PlayStation 4, Steam",Jets'n'Guns 2
zombie-army-4-dead-war,49.99,2022-04-26,RebellionInteract,6.48,80.0,6.3,18.0,"Japanese, English, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox Series X|S, Xbox One, Steam",12.0,17.5,58.0,71.5,10,5,1,Action; Multiplayer,1,2 - 4,2 - 4,Rebellion,RebellionInteract,80,6.3,75.0,18.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox Series X|S, Xbox One, Steam",Zombie Army 4: Dead War
skullgirls-2nd-encore,24.99,2019-10-22,Autumn Games,3.7,80.0,5.9,12.0,"English, Spanish, French, German, Italian","Nintendo Switch, PlayStation 4, Xbox One, Steam",3.5,16.5,73.0,69.5,5,4,0,Fighting; Arcade,1 - 2,,1 - 8,Hidden Variable Studios,Autumn Games,80,5.9,81.0,12.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Italian","Nintendo Switch, PlayStation 4, Xbox One, Steam",Skullgirls 2nd Encore
universe-for-sale,14.99,2024-12-19,Akupara Games,1.091,80.0,5.5,16.0,"Japanese, English, Spanish, French, Italian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",5.0,5.5,6.0,67.5,8,6,0,Adventure,1,,,Tmesis Studio,Akupara Games,80,5.5,,16.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, Italian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",Universe For Sale
under-night-in-birth-ii-sysceles,49.99,2024-01-25,ARC SYSTEM WORKS,2.64,80.0,5.4,12.0,"Japanese, English, Spanish, French, German, Italian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Steam",0.5,9.0,20.0,67.0,9,4,0,Fighting; Action; Arcade,1 - 2,,2 - 8,ARC SYSTEM WORKS,ARC SYSTEM WORKS,80,5.4,81.0,12.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Steam",UNDER NIGHT IN-BIRTH II Sys:Celes
